UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
207661,1,R,379,R,0,R,379,R,49,R,14,R,63,R,182,R,0,R,182,R,33,R,9,R,42,R,175,R,0,R,175,R,47,R,4,R,51,R,736,R,0,R,736,R,129,R,27,R,156
207661,2,R,103,Z,0,R,103,R,28,R,4,R,32,R,66,Z,0,R,66,R,21,R,2,R,23,R,62,Z,0,R,62,R,28,R,1,R,29,R,231,R,0,R,231,R,77,R,7,R,84
207661,3,R,276,Z,0,R,276,R,21,R,10,R,31,R,116,Z,0,R,116,R,12,R,7,R,19,R,113,Z,0,R,113,R,19,R,3,R,22,R,505,R,0,R,505,R,52,R,20,R,72
207670,4,R,446,Z,0,R,446,A,,A,,R,65,R,25,Z,0,R,25,A,,A,,R,1,R,452,Z,0,R,452,A,,A,,R,100,R,923,R,0,R,923,A,,A,,R,166
207704,4,R,14,Z,0,R,14,A,,A,,R,13,R,2,Z,0,R,2,A,,A,,R,1,R,0,Z,0,R,0,A,,A,,R,0,R,16,R,0,R,16,A,,A,,R,14
207722,1,R,54,R,0,R,54,R,16,R,0,R,16,R,42,R,0,R,42,R,26,R,0,R,26,R,69,R,0,R,69,R,34,R,0,R,34,R,165,R,0,R,165,R,76,R,0,R,76
207722,2,R,54,Z,0,R,54,R,16,R,0,R,16,R,42,Z,0,R,42,R,26,R,0,R,26,R,69,Z,0,R,69,R,34,R,0,R,34,R,165,R,0,R,165,R,76,R,0,R,76
207740,4,R,192,Z,0,R,192,A,,A,,R,66,R,30,Z,0,R,30,A,,A,,R,10,R,113,Z,0,R,113,A,,A,,R,50,R,335,R,0,R,335,A,,A,,R,126
207786,4,R,23,Z,0,R,23,A,,A,,R,22,R,0,Z,0,R,0,A,,A,,R,0,R,0,Z,0,R,0,A,,A,,R,0,R,23,R,0,R,23,A,,A,,R,22
207847,1,R,306,R,1,R,305,R,85,R,0,R,85,R,79,R,0,R,79,R,30,R,0,R,30,R,185,R,0,R,185,R,73,R,0,R,73,R,570,R,1,R,569,R,188,R,0,R,188
207847,2,R,306,R,1,R,305,R,85,R,0,R,85,R,79,R,0,R,79,R,30,R,0,R,30,R,185,R,0,R,185,R,73,R,0,R,73,R,570,R,1,R,569,R,188,R,0,R,188
207856,1,R,50,R,0,R,50,R,14,R,0,R,14,R,18,R,0,R,18,R,6,R,1,R,7,R,22,R,0,R,22,R,5,R,1,R,6,R,90,R,0,R,90,R,25,R,2,R,27
207856,2,R,46,Z,0,R,46,R,13,R,0,R,13,R,15,Z,0,R,15,R,5,R,1,R,6,R,17,Z,0,R,17,R,5,R,0,R,5,R,78,R,0,R,78,R,23,R,1,R,24
207856,3,R,4,Z,0,R,4,R,1,R,0,R,1,R,3,Z,0,R,3,R,1,R,0,R,1,R,5,Z,0,R,5,R,0,R,1,R,1,R,12,R,0,R,12,R,2,R,1,R,3
207865,1,R,397,R,0,R,397,R,109,R,8,R,117,R,155,R,0,R,155,R,48,R,4,R,52,R,377,R,0,R,377,R,157,R,12,R,169,R,929,R,0,R,929,R,314,R,24,R,338
207865,2,R,311,Z,0,R,311,R,109,R,5,R,114,R,142,Z,0,R,142,R,47,R,3,R,50,R,308,Z,0,R,308,R,151,R,5,R,156,R,761,R,0,R,761,R,307,R,13,R,320
207865,3,R,86,Z,0,R,86,R,0,R,3,R,3,R,13,Z,0,R,13,R,1,R,1,R,2,R,69,Z,0,R,69,R,6,R,7,R,13,R,168,R,0,R,168,R,7,R,11,R,18
207935,4,R,908,Z,0,R,908,A,,A,,R,140,R,114,Z,0,R,114,A,,A,,R,27,R,1077,Z,0,R,1077,A,,A,,R,212,R,2099,R,0,R,2099,A,,A,,R,379
207962,4,R,623,Z,0,R,623,A,,A,,R,372,R,114,Z,0,R,114,A,,A,,R,92,R,281,Z,0,R,281,A,,A,,R,162,R,1018,R,0,R,1018,A,,A,,R,626
207971,1,R,105,R,0,R,105,R,50,R,0,R,50,R,86,R,0,R,86,R,62,R,0,R,62,R,606,R,1,R,605,R,475,R,0,R,475,R,797,R,1,R,796,R,587,R,0,R,587
207971,2,R,105,R,0,R,105,R,50,R,0,R,50,R,86,R,0,R,86,R,62,R,0,R,62,R,606,R,1,R,605,R,475,R,0,R,475,R,797,R,1,R,796,R,587,R,0,R,587
208017,4,R,1,Z,0,R,1,A,,A,,Z,0,R,0,Z,0,R,0,A,,A,,Z,0,R,0,Z,0,R,0,A,,A,,Z,0,R,1,R,0,R,1,A,,A,,R,0
208035,4,R,131,Z,0,R,131,A,,A,,R,29,R,7,Z,0,R,7,A,,A,,R,4,R,96,Z,0,R,96,A,,A,,R,36,R,234,R,0,R,234,A,,A,,R,69
208044,4,R,23,Z,0,R,23,A,,A,,R,17,R,1,Z,0,R,1,A,,A,,R,1,R,4,Z,0,R,4,A,,A,,R,4,R,28,R,0,R,28,A,,A,,R,22
208053,4,R,16,Z,0,R,16,A,,A,,R,5,R,0,Z,0,R,0,A,,A,,R,0,R,27,Z,0,R,27,A,,A,,R,22,R,43,R,0,R,43,A,,A,,R,27
208187,4,R,30,Z,0,R,30,A,,A,,R,22,R,15,Z,0,R,15,A,,A,,R,8,R,12,Z,0,R,12,A,,A,,R,6,R,57,R,0,R,57,A,,A,,R,36
208275,4,R,108,Z,0,R,108,A,,A,,R,25,R,14,Z,0,R,14,A,,A,,R,5,R,86,Z,0,R,86,A,,A,,R,24,R,208,R,0,R,208,A,,A,,R,54
208318,4,R,232,Z,0,R,232,A,,A,,R,46,R,34,Z,0,R,34,A,,A,,R,8,R,225,Z,0,R,225,A,,A,,R,50,R,491,R,0,R,491,A,,A,,R,104
208390,4,R,265,Z,0,R,265,A,,A,,R,44,R,72,Z,0,R,72,A,,A,,R,8,R,304,Z,0,R,304,A,,A,,R,43,R,641,R,0,R,641,A,,A,,R,95
208406,4,R,209,Z,0,R,209,A,,A,,R,28,R,68,Z,0,R,68,A,,A,,R,3,R,208,Z,0,R,208,A,,A,,R,34,R,485,R,0,R,485,A,,A,,R,65
208415,4,R,45,Z,0,R,45,A,,A,,R,7,R,1,Z,0,R,1,A,,A,,R,1,R,36,Z,0,R,36,A,,A,,R,9,R,82,R,0,R,82,A,,A,,R,17
208433,4,R,26,Z,0,R,26,A,,A,,R,17,R,4,Z,0,R,4,A,,A,,R,4,R,14,Z,0,R,14,A,,A,,R,10,R,44,R,0,R,44,A,,A,,R,31
208479,4,R,385,Z,0,R,385,A,,A,,R,282,R,104,Z,0,R,104,A,,A,,R,94,R,61,Z,0,R,61,A,,A,,R,41,R,550,R,0,R,550,A,,A,,R,417
208488,1,R,92,R,0,R,92,R,33,R,0,R,33,R,97,R,0,R,97,R,50,R,0,R,50,R,57,R,0,R,57,R,32,R,0,R,32,R,246,R,0,R,246,R,115,R,0,R,115
208488,2,R,92,Z,0,R,92,R,33,R,0,R,33,R,97,Z,0,R,97,R,50,R,0,R,50,R,57,Z,0,R,57,R,32,R,0,R,32,R,246,R,0,R,246,R,115,R,0,R,115
208512,4,R,17,Z,0,R,17,A,,A,,R,17,R,5,Z,0,R,5,A,,A,,R,5,R,15,Z,0,R,15,A,,A,,R,4,R,37,R,0,R,37,A,,A,,R,26
208646,1,R,197,R,0,R,197,R,47,R,0,R,47,R,76,R,0,R,76,R,25,R,0,R,25,R,108,R,0,R,108,R,52,R,0,R,52,R,381,R,0,R,381,R,124,R,0,R,124
208646,2,R,196,Z,0,R,196,R,47,R,0,R,47,R,76,Z,0,R,76,R,25,R,0,R,25,R,108,Z,0,R,108,R,52,R,0,R,52,R,380,R,0,R,380,R,124,R,0,R,124
208646,3,R,1,Z,0,R,1,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,1,R,0,R,1,R,0,R,0,R,0
208725,1,R,27,R,2,R,25,R,2,R,0,R,2,R,4,R,0,R,4,R,3,R,0,R,3,R,9,R,0,R,9,R,3,R,0,R,3,R,40,R,2,R,38,R,8,R,0,R,8
208725,2,R,27,R,2,R,25,R,2,R,0,R,2,R,4,R,0,R,4,R,3,R,0,R,3,R,9,R,0,R,9,R,3,R,0,R,3,R,40,R,2,R,38,R,8,R,0,R,8
208822,1,R,147,R,0,R,147,R,80,R,0,R,80,R,137,R,0,R,137,R,97,R,0,R,97,R,136,R,1,R,135,R,103,R,0,R,103,R,420,R,1,R,419,R,280,R,0,R,280
208822,2,R,147,R,0,R,147,R,80,R,0,R,80,R,137,R,0,R,137,R,97,R,0,R,97,R,136,R,1,R,135,R,103,R,0,R,103,R,420,R,1,R,419,R,280,R,0,R,280
208859,4,R,28,Z,0,R,28,A,,A,,R,20,R,2,Z,0,R,2,A,,A,,R,1,R,4,Z,0,R,4,A,,A,,R,4,R,34,R,0,R,34,A,,A,,R,25
209038,4,R,210,Z,0,R,210,A,,A,,R,28,R,59,Z,0,R,59,A,,A,,R,8,R,424,Z,0,R,424,A,,A,,R,93,R,693,R,0,R,693,A,,A,,R,129
209056,1,R,115,R,0,R,115,R,87,R,0,R,87,R,136,R,0,R,136,R,97,R,0,R,97,R,301,R,0,R,301,R,230,R,0,R,230,R,552,R,0,R,552,R,414,R,0,R,414
209056,2,R,115,Z,0,R,115,R,87,R,0,R,87,R,136,Z,0,R,136,R,97,R,0,R,97,R,301,Z,0,R,301,R,230,R,0,R,230,R,552,R,0,R,552,R,414,R,0,R,414
209065,1,R,120,R,1,R,119,R,68,R,0,R,68,R,167,R,1,R,166,R,106,R,0,R,106,R,156,R,0,R,156,R,112,R,0,R,112,R,443,R,2,R,441,R,286,R,0,R,286
209065,2,R,120,R,1,R,119,R,68,R,0,R,68,R,167,R,1,R,166,R,106,R,0,R,106,R,156,R,0,R,156,R,112,R,0,R,112,R,443,R,2,R,441,R,286,R,0,R,286
209074,4,R,261,Z,0,R,261,A,,A,,R,44,R,41,Z,0,R,41,A,,A,,R,14,R,704,Z,0,R,704,A,,A,,R,117,R,1006,R,0,R,1006,A,,A,,R,175
209083,4,R,43,Z,0,R,43,A,,A,,R,16,R,4,Z,0,R,4,A,,A,,R,4,R,17,Z,0,R,17,A,,A,,R,16,R,64,R,0,R,64,A,,A,,R,36
209153,4,R,26,Z,0,R,26,A,,A,,R,22,R,1,Z,0,R,1,A,,A,,R,1,R,6,Z,0,R,6,A,,A,,R,5,R,33,R,0,R,33,A,,A,,R,28
209205,4,R,27,Z,0,R,27,A,,A,,R,18,R,13,Z,0,R,13,A,,A,,R,6,R,12,Z,0,R,12,A,,A,,R,3,R,52,R,0,R,52,A,,A,,R,27
209241,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,0,R,3,R,5,R,0,R,5,R,3,R,0,R,3
209241,2,R,1,Z,0,R,1,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,4,Z,0,R,4,R,3,R,0,R,3,R,5,R,0,R,5,R,3,R,0,R,3
209250,4,R,373,Z,0,R,373,A,,A,,R,90,R,56,Z,0,R,56,A,,A,,R,11,R,335,Z,0,R,335,A,,A,,R,86,R,764,R,0,R,764,A,,A,,R,187
209287,1,R,16,R,0,R,16,R,9,R,0,R,9,R,8,R,0,R,8,R,5,R,0,R,5,R,6,R,0,R,6,R,5,R,0,R,5,R,30,R,0,R,30,R,19,R,0,R,19
209287,2,R,16,Z,0,R,16,R,9,R,0,R,9,R,8,Z,0,R,8,R,5,R,0,R,5,R,6,Z,0,R,6,R,5,R,0,R,5,R,30,R,0,R,30,R,19,R,0,R,19
209409,1,R,34,R,0,R,34,R,10,R,0,R,10,R,17,R,0,R,17,R,10,R,0,R,10,R,18,R,0,R,18,R,12,R,0,R,12,R,69,R,0,R,69,R,32,R,0,R,32
209409,2,R,34,Z,0,R,34,R,10,R,0,R,10,R,17,Z,0,R,17,R,10,R,0,R,10,R,18,Z,0,R,18,R,12,R,0,R,12,R,69,R,0,R,69,R,32,R,0,R,32
209506,1,R,148,R,0,R,148,R,72,R,2,R,74,R,78,R,0,R,78,R,37,R,0,R,37,R,163,R,0,R,163,R,89,R,1,R,90,R,389,R,0,R,389,R,198,R,3,R,201
209506,2,R,148,Z,0,R,148,R,72,R,2,R,74,R,78,Z,0,R,78,R,37,R,0,R,37,R,163,Z,0,R,163,R,89,R,1,R,90,R,389,R,0,R,389,R,198,R,3,R,201
209533,1,R,9,R,0,R,9,R,1,R,0,R,1,R,5,R,0,R,5,R,5,R,0,R,5,R,5,R,0,R,5,R,1,R,0,R,1,R,19,R,0,R,19,R,7,R,0,R,7
209533,2,R,9,Z,0,R,9,R,1,R,0,R,1,R,5,Z,0,R,5,R,5,R,0,R,5,R,5,Z,0,R,5,R,1,R,0,R,1,R,19,R,0,R,19,R,7,R,0,R,7
209542,1,R,1021,R,0,R,1021,R,600,R,0,R,600,R,624,R,0,R,624,R,411,R,0,R,411,R,1679,R,3,R,1676,R,1215,R,0,R,1215,R,3324,R,3,R,3321,R,2226,R,0,R,2226
209542,2,R,1021,R,0,R,1021,R,600,R,0,R,600,R,624,R,0,R,624,R,411,R,0,R,411,R,1679,R,3,R,1676,R,1215,R,0,R,1215,R,3324,R,3,R,3321,R,2226,R,0,R,2226
209551,1,R,908,R,0,R,908,R,611,R,0,R,611,R,654,R,1,R,653,R,433,R,0,R,433,R,2400,R,1,R,2399,R,1834,R,0,R,1834,R,3962,R,2,R,3960,R,2878,R,0,R,2878
209551,2,R,908,R,0,R,908,R,611,R,0,R,611,R,654,R,1,R,653,R,433,R,0,R,433,R,2400,R,1,R,2399,R,1834,R,0,R,1834,R,3962,R,2,R,3960,R,2878,R,0,R,2878
209603,1,R,25,R,0,R,25,R,9,R,0,R,9,R,30,R,0,R,30,R,12,R,0,R,12,R,22,R,0,R,22,R,12,R,0,R,12,R,77,R,0,R,77,R,33,R,0,R,33
209603,2,R,25,Z,0,R,25,R,9,R,0,R,9,R,30,Z,0,R,30,R,12,R,0,R,12,R,22,Z,0,R,22,R,12,R,0,R,12,R,77,R,0,R,77,R,33,R,0,R,33
209612,1,R,132,R,0,R,132,R,69,R,0,R,69,R,190,R,0,R,190,R,132,R,0,R,132,R,138,R,0,R,138,R,98,R,0,R,98,R,460,R,0,R,460,R,299,R,0,R,299
209612,2,R,132,Z,0,R,132,R,69,R,0,R,69,R,190,Z,0,R,190,R,132,R,0,R,132,R,138,Z,0,R,138,R,98,R,0,R,98,R,460,R,0,R,460,R,299,R,0,R,299
209667,4,R,37,Z,0,R,37,A,,A,,R,25,R,6,Z,0,R,6,A,,A,,R,5,R,2,Z,0,R,2,A,,A,,R,2,R,45,R,0,R,45,A,,A,,R,32
209676,4,R,65,Z,0,R,65,A,,A,,R,58,R,3,Z,0,R,3,A,,A,,R,3,R,16,Z,0,R,16,A,,A,,R,14,R,84,R,0,R,84,A,,A,,R,75
209694,4,R,20,Z,0,R,20,A,,A,,R,10,R,1,Z,0,R,1,A,,A,,R,1,R,5,Z,0,R,5,A,,A,,R,2,R,26,R,0,R,26,A,,A,,R,13
209700,4,R,45,Z,0,R,45,A,,A,,R,35,R,4,Z,0,R,4,A,,A,,R,4,R,8,Z,0,R,8,A,,A,,R,0,R,57,R,0,R,57,A,,A,,R,39
209719,4,R,31,Z,0,R,31,A,,A,,R,24,R,1,Z,0,R,1,A,,A,,R,0,R,2,Z,0,R,2,A,,A,,R,2,R,34,R,0,R,34,A,,A,,R,26
209746,4,R,642,Z,0,R,642,A,,A,,R,120,R,92,Z,0,R,92,A,,A,,R,22,R,824,Z,0,R,824,A,,A,,R,178,R,1558,R,0,R,1558,A,,A,,R,320
209807,1,R,532,R,0,R,532,R,252,R,0,R,252,R,209,R,0,R,209,R,90,R,0,R,90,R,605,R,0,R,605,R,319,R,0,R,319,R,1346,R,0,R,1346,R,661,R,0,R,661
209807,2,R,532,Z,0,R,532,R,252,R,0,R,252,R,209,Z,0,R,209,R,90,R,0,R,90,R,605,Z,0,R,605,R,319,R,0,R,319,R,1346,R,0,R,1346,R,661,R,0,R,661
209825,1,R,204,R,1,R,203,R,165,R,0,R,165,R,216,R,0,R,216,R,184,R,0,R,184,R,453,R,2,R,451,R,366,R,0,R,366,R,873,R,3,R,870,R,715,R,0,R,715
209825,2,R,204,R,1,R,203,R,165,R,0,R,165,R,216,R,0,R,216,R,184,R,0,R,184,R,453,R,2,R,451,R,366,R,0,R,366,R,873,R,3,R,870,R,715,R,0,R,715
209922,1,R,56,R,0,R,56,R,39,R,0,R,39,R,69,R,0,R,69,R,60,R,0,R,60,R,195,R,0,R,195,R,161,R,0,R,161,R,320,R,0,R,320,R,260,R,0,R,260
209922,2,R,56,Z,0,R,56,R,39,R,0,R,39,R,69,Z,0,R,69,R,60,R,0,R,60,R,195,Z,0,R,195,R,161,R,0,R,161,R,320,R,0,R,320,R,260,R,0,R,260
209940,4,R,230,Z,0,R,230,A,,A,,R,22,R,14,Z,0,R,14,A,,A,,R,0,R,97,Z,0,R,97,A,,A,,R,19,R,341,R,0,R,341,A,,A,,R,41
210076,1,R,153,R,0,R,153,R,0,R,94,R,94,R,24,R,0,R,24,R,0,R,20,R,20,R,35,R,0,R,35,R,0,R,20,R,20,R,212,R,0,R,212,R,0,R,134,R,134
210076,2,R,2,Z,0,R,2,Z,0,R,1,R,1,R,0,Z,0,R,0,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,2,R,0,R,2,R,0,R,1,R,1
210076,3,R,151,Z,0,R,151,Z,0,R,93,R,93,R,24,Z,0,R,24,Z,0,R,20,R,20,R,35,Z,0,R,35,Z,0,R,20,R,20,R,210,R,0,R,210,R,0,R,133,R,133
210146,1,R,256,R,0,R,256,R,81,R,0,R,81,R,116,R,0,R,116,R,45,R,0,R,45,R,269,R,0,R,269,R,131,R,0,R,131,R,641,R,0,R,641,R,257,R,0,R,257
210146,2,R,256,Z,0,R,256,R,81,R,0,R,81,R,116,Z,0,R,116,R,45,R,0,R,45,R,269,Z,0,R,269,R,131,R,0,R,131,R,641,R,0,R,641,R,257,R,0,R,257
210155,4,R,243,Z,0,R,243,A,,A,,R,79,R,51,Z,0,R,51,A,,A,,R,21,R,215,Z,0,R,215,A,,A,,R,86,R,509,R,0,R,509,A,,A,,R,186
210234,4,R,189,Z,0,R,189,A,,A,,R,47,R,49,Z,0,R,49,A,,A,,R,13,R,111,Z,0,R,111,A,,A,,R,39,R,349,R,0,R,349,A,,A,,R,99
210270,4,R,61,Z,0,R,61,A,,A,,R,6,R,4,Z,0,R,4,A,,A,,R,0,R,22,Z,0,R,22,A,,A,,R,22,R,87,R,0,R,87,A,,A,,R,28
210304,1,R,49,R,1,R,48,R,17,R,2,R,19,R,31,R,0,R,31,R,17,R,0,R,17,R,6,R,0,R,6,R,3,R,0,R,3,R,86,R,1,R,85,R,37,R,2,R,39
210304,2,R,48,R,1,R,47,R,17,R,1,R,18,R,30,R,0,R,30,R,17,R,0,R,17,R,6,R,0,R,6,R,3,R,0,R,3,R,84,R,1,R,83,R,37,R,1,R,38
210304,3,R,1,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,1,Z,0,R,0,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,2,R,0,R,2,R,0,R,1,R,1
210331,1,R,97,R,0,R,97,R,54,R,0,R,54,R,60,R,0,R,60,R,33,R,0,R,33,R,61,R,0,R,61,R,55,R,3,R,58,R,218,R,0,R,218,R,142,R,3,R,145
210331,2,R,97,Z,0,R,97,R,54,R,0,R,54,R,60,Z,0,R,60,R,33,R,0,R,33,R,61,Z,0,R,61,R,55,R,3,R,58,R,218,R,0,R,218,R,142,R,3,R,145
210340,4,R,22,Z,0,R,22,A,,A,,R,10,R,4,Z,0,R,4,A,,A,,R,2,R,1,Z,0,R,1,A,,A,,R,1,R,27,R,0,R,27,A,,A,,R,13
210401,1,R,102,R,0,R,102,R,74,R,0,R,74,R,128,R,0,R,128,R,96,R,0,R,96,R,295,R,0,R,295,R,217,R,0,R,217,R,525,R,0,R,525,R,387,R,0,R,387
210401,2,R,102,Z,0,R,102,R,74,R,0,R,74,R,128,Z,0,R,128,R,96,R,0,R,96,R,295,Z,0,R,295,R,217,R,0,R,217,R,525,R,0,R,525,R,387,R,0,R,387
210429,1,R,471,R,0,R,471,R,194,R,0,R,194,R,181,R,0,R,181,R,81,R,0,R,81,R,346,R,0,R,346,R,125,R,0,R,125,R,998,R,0,R,998,R,400,R,0,R,400
210429,2,R,471,Z,0,R,471,R,194,R,0,R,194,R,181,Z,0,R,181,R,81,R,0,R,81,R,346,Z,0,R,346,R,125,R,0,R,125,R,998,R,0,R,998,R,400,R,0,R,400
210474,4,R,42,Z,0,R,42,A,,A,,R,17,R,5,Z,0,R,5,A,,A,,R,3,R,14,Z,0,R,14,A,,A,,R,7,R,61,R,0,R,61,A,,A,,R,27
210492,1,R,22,R,0,R,22,R,11,R,0,R,11,R,11,R,0,R,11,R,2,R,0,R,2,R,21,R,0,R,21,R,13,R,4,R,17,R,54,R,0,R,54,R,26,R,4,R,30
210492,2,R,20,Z,0,R,20,R,11,R,0,R,11,R,10,Z,0,R,10,R,2,R,0,R,2,R,20,Z,0,R,20,R,12,R,4,R,16,R,50,R,0,R,50,R,25,R,4,R,29
210492,3,R,2,Z,0,R,2,R,0,R,0,R,0,R,1,Z,0,R,1,R,0,R,0,R,0,R,1,Z,0,R,1,R,1,R,0,R,1,R,4,R,0,R,4,R,1,R,0,R,1
210571,1,R,191,R,0,R,191,R,88,R,0,R,88,R,152,R,0,R,152,R,88,R,0,R,88,R,67,R,0,R,67,R,35,R,0,R,35,R,410,R,0,R,410,R,211,R,0,R,211
210571,2,R,191,Z,0,R,191,R,88,R,0,R,88,R,152,Z,0,R,152,R,88,R,0,R,88,R,67,Z,0,R,67,R,35,R,0,R,35,R,410,R,0,R,410,R,211,R,0,R,211
210599,4,R,305,Z,0,R,305,A,,A,,R,126,R,17,Z,0,R,17,A,,A,,R,11,R,29,Z,0,R,29,A,,A,,R,14,R,351,R,0,R,351,A,,A,,R,151
210605,4,R,997,R,0,R,997,A,,A,,R,112,R,52,R,0,R,52,A,,A,,R,20,R,917,R,5,R,912,A,,A,,R,158,R,1966,R,5,R,1961,A,,A,,R,290
210669,1,R,152,R,0,R,152,R,106,R,0,R,106,R,204,R,0,R,204,R,147,R,0,R,147,R,228,R,0,R,228,R,178,R,0,R,178,R,584,R,0,R,584,R,431,R,0,R,431
210669,2,R,152,Z,0,R,152,R,106,R,0,R,106,R,204,Z,0,R,204,R,147,R,0,R,147,R,228,Z,0,R,228,R,178,R,0,R,178,R,584,R,0,R,584,R,431,R,0,R,431
210711,4,R,85,Z,0,R,85,A,,A,,R,65,R,8,Z,0,R,8,A,,A,,R,6,R,2,Z,0,R,2,A,,A,,R,2,R,95,R,0,R,95,A,,A,,R,73
210739,1,R,89,R,0,R,89,R,57,R,0,R,57,R,196,R,0,R,196,R,142,R,0,R,142,R,104,R,0,R,104,R,77,R,0,R,77,R,389,R,0,R,389,R,276,R,0,R,276
210739,2,R,89,Z,0,R,89,R,57,R,0,R,57,R,196,Z,0,R,196,R,142,R,0,R,142,R,104,Z,0,R,104,R,77,R,0,R,77,R,389,R,0,R,389,R,276,R,0,R,276
210748,4,R,9,Z,0,R,9,A,,A,,R,5,R,5,Z,0,R,5,A,,A,,R,5,R,1,Z,0,R,1,A,,A,,R,1,R,15,R,0,R,15,A,,A,,R,11
210775,1,R,148,R,0,R,148,R,63,R,0,R,63,R,218,R,0,R,218,R,144,R,0,R,144,R,45,R,0,R,45,R,28,R,0,R,28,R,411,R,0,R,411,R,235,R,0,R,235
210775,2,R,148,Z,0,R,148,R,63,R,0,R,63,R,218,Z,0,R,218,R,144,R,0,R,144,R,45,Z,0,R,45,R,28,R,0,R,28,R,411,R,0,R,411,R,235,R,0,R,235
210784,4,R,171,Z,0,R,171,A,,A,,R,121,R,20,Z,0,R,20,A,,A,,R,19,R,4,Z,0,R,4,A,,A,,R,4,R,195,R,0,R,195,A,,A,,R,144
210951,4,R,71,Z,0,R,71,A,,A,,R,45,R,13,Z,0,R,13,A,,A,,R,12,R,35,Z,0,R,35,A,,A,,R,26,R,119,R,0,R,119,A,,A,,R,83
210960,1,R,276,R,0,R,276,R,47,R,25,R,72,R,91,R,0,R,91,R,21,R,19,R,40,R,65,R,0,R,65,R,16,R,7,R,23,R,432,R,0,R,432,R,84,R,51,R,135
210960,2,R,187,Z,0,R,187,R,47,R,3,R,50,R,65,Z,0,R,65,R,21,R,3,R,24,R,45,Z,0,R,45,R,16,R,0,R,16,R,297,R,0,R,297,R,84,R,6,R,90
210960,3,R,89,Z,0,R,89,Z,0,R,22,R,22,R,26,Z,0,R,26,Z,0,R,16,R,16,R,20,Z,0,R,20,Z,0,R,7,R,7,R,135,R,0,R,135,R,0,R,45,R,45
211006,4,R,146,R,4,R,142,A,,A,,R,96,R,61,R,0,R,61,A,,A,,R,37,R,1,R,0,R,1,A,,A,,R,0,R,208,R,4,R,204,A,,A,,R,133
211024,1,R,42,R,0,R,42,R,17,R,4,R,21,R,38,R,0,R,38,R,18,R,3,R,21,R,9,R,0,R,9,R,8,R,1,R,9,R,89,R,0,R,89,R,43,R,8,R,51
211024,2,R,40,Z,0,R,40,R,17,R,2,R,19,R,37,Z,0,R,37,R,18,R,2,R,20,R,8,Z,0,R,8,R,8,R,0,R,8,R,85,R,0,R,85,R,43,R,4,R,47
211024,3,R,2,Z,0,R,2,Z,0,R,2,R,2,R,1,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,1,Z,0,R,1,R,1,R,4,R,0,R,4,R,0,R,4,R,4
211079,4,R,148,Z,0,R,148,A,,A,,R,39,R,69,Z,0,R,69,A,,A,,R,17,R,72,Z,0,R,72,A,,A,,R,19,R,289,R,0,R,289,A,,A,,R,75
211088,1,R,231,R,0,R,231,R,143,R,0,R,143,R,271,R,0,R,271,R,201,R,0,R,201,R,176,R,0,R,176,R,134,R,0,R,134,R,678,R,0,R,678,R,478,R,0,R,478
211088,2,R,231,Z,0,R,231,R,143,R,0,R,143,R,271,Z,0,R,271,R,201,R,0,R,201,R,176,Z,0,R,176,R,134,R,0,R,134,R,678,R,0,R,678,R,478,R,0,R,478
211149,4,R,0,Z,0,R,0,A,,A,,R,0,R,45,Z,0,R,45,A,,A,,R,27,R,0,Z,0,R,0,A,,A,,R,0,R,45,R,0,R,45,A,,A,,R,27
211158,1,R,607,R,0,R,607,R,295,R,0,R,295,R,619,R,0,R,619,R,395,R,0,R,395,R,684,R,0,R,684,R,448,R,0,R,448,R,1910,R,0,R,1910,R,1138,R,0,R,1138
211158,2,R,607,Z,0,R,607,R,295,R,0,R,295,R,619,Z,0,R,619,R,395,R,0,R,395,R,684,Z,0,R,684,R,448,R,0,R,448,R,1910,R,0,R,1910,R,1138,R,0,R,1138
211273,1,R,57,R,0,R,57,R,47,R,0,R,47,R,51,R,0,R,51,R,50,R,0,R,50,R,257,R,0,R,257,R,220,R,0,R,220,R,365,R,0,R,365,R,317,R,0,R,317
